Time, Value
46,0.15368411682738894
46,0.0
47,0.0
47,0.15149910652458426
47,0.0
48,0.0
48,0.14936581599622314
48,0.0
49,0.0
49,0.14728267493901886
49,0.0
50,0.0
50,0.14524818511466417
50,0.0
51,0.0
51,0.14326091440844804
51,0.0
52,0.0
52,0.1413194917433045
52,0.0
53,0.0
53,0.1394226026699849
53,0.0
54,0.0
54,0.13756898549907992
54,0.0
55,0.0
55,0.13575742787355466
55,0.0
56,0.0
56,0.13398676370454182
56,0.0
57,0.0
57,0.13225587041098652
57,0.0
58,0.0
58,0.13056366641679631
58,0.0
59,0.0
59,0.12890910886897045
59,0.0
60,0.0
60,0.12729119154750726
60,0.0
61,0.0
61,0.12570894294344048
61,0.0
62,0.0
62,0.12416142448556508
62,0.0
63,0.0
63,0.12264772889965556
63,0.0
64,0.0
64,0.12116697868653854
64,0.0
65,0.0
65,0.11971832470735165
65,0.0
66,0.0
66,0.1183009448659629
66,0.0
67,0.0
67,0.11691404287973116
67,0.0
68,0.0
68,0.11555684713091964
68,0.0
69,0.0
69,0.11422860959192395
69,0.0
70,0.0
70,0.11292860481821607
70,0.0
71,0.0
71,0.11165612900353614
71,0.0
72,0.0
72,0.1104104990924049
72,0.0
73,0.0
73,0.10919105194549997
73,0.0
74,0.0
74,0.10799714355385202
74,0.0
75,0.0
75,0.10682814829817974
75,0.0
76,0.0
76,0.10568345825000666
76,0.0
77,0.0
77,0.10456248251149354
77,0.0
78,0.0
78,0.10346464659117793
78,0.0
79,0.0
79,0.10238939181304862
79,0.0
80,0.0
80,0.10133617475659365
80,0.0
81,0.0
81,0.10030446672565385
81,0.0
82,0.0
82,0.09929375324408805
82,0.0
83,0.0
83,0.09830353357641622
83,0.0
84,0.0
84,0.0973333202717519
84,0.0
85,0.0
85,0.09638263872946842
85,0.0
86,0.0
86,0.09545102678516477
86,0.0
87,0.0
87,0.09453803431560893
87,0.0
88,0.0
88,0.09364322286143761
88,0.0
89,0.0
89,0.0927661652664861
89,0.0
90,0.0
90,0.09190644533270655
90,0.0
91,0.0
91,0.09106365748971308
91,0.0
92,0.0
92,0.09023740647806346
92,0.0
93,0.0
93,0.08942730704545432
93,0.0
94,0.0
94,0.08863298365506785
94,0.0
95,0.0
95,0.08785407020536398
95,0.0
96,0.0
96,0.08709020976066394
96,0.0
97,0.0
97,0.07803209020642309
97,0.008308964085495566
98,0.0
98,0.06905562687213003
98,0.016550637554969164
99,0.0
99,0.060159227432129245
99,0.024726281778557506
100,0.0
100,0.05134133652668507
100,0.03283712934509172
101,0.0
101,0.04260043483632458
101,0.040884384764021675
102,0.0
102,0.03393503818236891
102,0.04886922514889508
103,0.0
103,0.025343696652680305
103,0.05679280088297355
104,0.0
104,0.01682499375170473
104,0.06465623626754173
105,0.0
105,0.00837754557393943
105,0.0724606301534408
106,0.0
106,0.0
106,0.0802070565563354
107,0.0
107,0.0
107,0.07958760117070511
108,0.0
108,0.0
108,0.0789795448265277
109,0.0
109,0.0
109,0.0783826291999214
110,0.0
110,0.0
110,0.07779660222098006
111,0.0
111,0.0
111,0.077221217912703
112,0.0
112,0.0
112,0.07665623623474647
113,0.0
113,0.0
113,0.07610142293179728
114,0.0
114,0.0
114,0.07555654938638108
115,0.0
115,0.0
115,0.07502139247592894
116,0.0
116,0.0
116,0.07449573443393627
117,0.0
117,0.0
117,0.07397936271505748
118,0.0
118,0.0
118,0.07347206986398898
119,0.0
119,0.0
119,0.07297365338800066
120,0.0
120,0.0
120,0.0724839156329846
121,0.0
121,0.0
121,0.0720026636628958
122,0.0
122,0.0
122,0.07152970914246688
123,0.0
123,0.0
123,0.07106486822308478
124,0.0
124,0.0
124,0.0706079614317227
125,0.0
125,0.0
125,0.07015881356282655
126,0.0
126,0.0
126,0.06971725357305933
127,0.0
127,0.0
127,0.06928311447881183
128,0.0
128,0.0
128,0.06885623325639242
129,0.0
129,0.0
129,0.06843645074481235
